Month,Labour.force.status...previous.month,Labour.force.status.current.month,Persons.current.month..000.
Nov-07,Unemployed,Unemployed,160.4
Nov-07,Unemployed,Not in the labour force (NILF),96.5
Nov-07,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Nov-07,Unemployed,Outgoing Rotation Group,0
Nov-07,Not in the labour force (NILF),Employed full-time,69.1
Nov-07,Not in the labour force (NILF),Employed part-time,157.6
Nov-07,Not in the labour force (NILF),Unemployed,113.2
Nov-07,Not in the labour force (NILF),Not in the labour force (NILF),4162.3
Nov-07,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Nov-07,Not in the labour force (NILF),Outgoing Rotation Group,0
Nov-07,Unmatched in common sample (responded in current month but not in previous),Employed full-time,485.3
Nov-07,Unmatched in common sample (responded in current month but not in previous),Employed part-time,147.9
Nov-07,Unmatched in common sample (responded in current month but not in previous),Unemployed,42.5
Nov-07,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),647.8
Nov-07,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Nov-07,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Nov-07,Incoming rotation group,Employed full-time,956
Nov-07,Incoming rotation group,Employed part-time,386.7
Nov-07,Incoming rotation group,Unemployed,67.1
Nov-07,Incoming rotation group,Not in the labour force (NILF),718.1
Nov-07,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Nov-07,Incoming rotation group,Outgoing Rotation Group,0
Oct-07,Employed full-time,Employed full-time,5782.5
Oct-07,Employed full-time,Employed part-time,299
Oct-07,Employed full-time,Unemployed,24.8
Oct-07,Employed full-time,Not in the labour force (NILF),85.1
Oct-07,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-07,Employed full-time,Outgoing Rotation Group,0
Oct-07,Employed part-time,Employed full-time,280.5
Oct-07,Employed part-time,Employed part-time,1999.3
Oct-07,Employed part-time,Unemployed,29.6
Oct-07,Employed part-time,Not in the labour force (NILF),158.6
Oct-07,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-07,Employed part-time,Outgoing Rotation Group,0
Oct-07,Unemployed,Employed full-time,39.5
Oct-07,Unemployed,Employed part-time,44.7
Oct-07,Unemployed,Unemployed,189.1
Oct-07,Unemployed,Not in the labour force (NILF),92.1
Oct-07,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Oct-07,Unemployed,Outgoing Rotation Group,0
Oct-07,Not in the labour force (NILF),Employed full-time,41.4
Oct-07,Not in the labour force (NILF),Employed part-time,119.3
Oct-07,Not in the labour force (NILF),Unemployed,107.6
Oct-07,Not in the labour force (NILF),Not in the labour force (NILF),4112.9
Oct-07,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Oct-07,Not in the labour force (NILF),Outgoing Rotation Group,0
Oct-07,Unmatched in common sample (responded in current month but not in previous),Employed full-time,490.1
Oct-07,Unmatched in common sample (responded in current month but not in previous),Employed part-time,161.9
Oct-07,Unmatched in common sample (responded in current month but not in previous),Unemployed,35.2
Oct-07,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),697
Oct-07,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Oct-07,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Oct-07,Incoming rotation group,Employed full-time,903.9
Oct-07,Incoming rotation group,Employed part-time,358.5
Oct-07,Incoming rotation group,Unemployed,63
Oct-07,Incoming rotation group,Not in the labour force (NILF),720.1
Oct-07,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Oct-07,Incoming rotation group,Outgoing Rotation Group,0
Sep-07,Employed full-time,Employed full-time,5622.5
Sep-07,Employed full-time,Employed part-time,236.7
Sep-07,Employed full-time,Unemployed,30
Sep-07,Employed full-time,Not in the labour force (NILF),43
Sep-07,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-07,Employed full-time,Outgoing Rotation Group,0
Sep-07,Employed part-time,Employed full-time,325.5
Sep-07,Employed part-time,Employed part-time,1980
Sep-07,Employed part-time,Unemployed,33.2
Sep-07,Employed part-time,Not in the labour force (NILF),113.2
Sep-07,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-07,Employed part-time,Outgoing Rotation Group,0
Sep-07,Unemployed,Employed full-time,54.5
Sep-07,Unemployed,Employed part-time,55.5
Sep-07,Unemployed,Unemployed,173.4
Sep-07,Unemployed,Not in the labour force (NILF),73.1
Sep-07,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Sep-07,Unemployed,Outgoing Rotation Group,0
Sep-07,Not in the labour force (NILF),Employed full-time,90.3
Sep-07,Not in the labour force (NILF),Employed part-time,156
Sep-07,Not in the labour force (NILF),Unemployed,121.1
Sep-07,Not in the labour force (NILF),Not in the labour force (NILF),4099.5
Sep-07,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Sep-07,Not in the labour force (NILF),Outgoing Rotation Group,0
Sep-07,Unmatched in common sample (responded in current month but not in previous),Employed full-time,572.1
Sep-07,Unmatched in common sample (responded in current month but not in previous),Employed part-time,183
Sep-07,Unmatched in common sample (responded in current month but not in previous),Unemployed,53.2
Sep-07,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),717.6
Sep-07,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Sep-07,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Sep-07,Incoming rotation group,Employed full-time,937.8
Sep-07,Incoming rotation group,Employed part-time,374.8
Sep-07,Incoming rotation group,Unemployed,54.7
Sep-07,Incoming rotation group,Not in the labour force (NILF),707.3
Sep-07,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Sep-07,Incoming rotation group,Outgoing Rotation Group,0
Aug-07,Employed full-time,Employed full-time,5669.4
Aug-07,Employed full-time,Employed part-time,280.4
Aug-07,Employed full-time,Unemployed,33.1
Aug-07,Employed full-time,Not in the labour force (NILF),93.3
Aug-07,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-07,Employed full-time,Outgoing Rotation Group,0
Aug-07,Employed part-time,Employed full-time,281
Aug-07,Employed part-time,Employed part-time,1941.8
Aug-07,Employed part-time,Unemployed,32
Aug-07,Employed part-time,Not in the labour force (NILF),167
Aug-07,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-07,Employed part-time,Outgoing Rotation Group,0
Aug-07,Unemployed,Employed full-time,39.5
Aug-07,Unemployed,Employed part-time,45.8
Aug-07,Unemployed,Unemployed,165
Aug-07,Unemployed,Not in the labour force (NILF),85.5
Aug-07,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Aug-07,Unemployed,Outgoing Rotation Group,0
Aug-07,Not in the labour force (NILF),Employed full-time,53.1
Aug-07,Not in the labour force (NILF),Employed part-time,146.7
Aug-07,Not in the labour force (NILF),Unemployed,111.2
Aug-07,Not in the labour force (NILF),Not in the labour force (NILF),4209.4
Aug-07,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Aug-07,Not in the labour force (NILF),Outgoing Rotation Group,0
Aug-07,Unmatched in common sample (responded in current month but not in previous),Employed full-time,484.8
Aug-07,Unmatched in common sample (responded in current month but not in previous),Employed part-time,166.3
Aug-07,Unmatched in common sample (responded in current month but not in previous),Unemployed,42.5
Aug-07,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),679.8
Aug-07,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Aug-07,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Aug-07,Incoming rotation group,Employed full-time,909.8
Aug-07,Incoming rotation group,Employed part-time,387.6
Aug-07,Incoming rotation group,Unemployed,62.9
Aug-07,Incoming rotation group,Not in the labour force (NILF),693.2
Aug-07,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Aug-07,Incoming rotation group,Outgoing Rotation Group,0
Jul-07,Employed full-time,Employed full-time,5730.9
Jul-07,Employed full-time,Employed part-time,252.9
Jul-07,Employed full-time,Unemployed,28.3
Jul-07,Employed full-time,Not in the labour force (NILF),71.6
Jul-07,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-07,Employed full-time,Outgoing Rotation Group,0
Jul-07,Employed part-time,Employed full-time,326.3
Jul-07,Employed part-time,Employed part-time,1988.6
Jul-07,Employed part-time,Unemployed,32.2
Jul-07,Employed part-time,Not in the labour force (NILF),162.2
Jul-07,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-07,Employed part-time,Outgoing Rotation Group,0
Jul-07,Unemployed,Employed full-time,41.2
Jul-07,Unemployed,Employed part-time,54.6
Jul-07,Unemployed,Unemployed,180.5
Jul-07,Unemployed,Not in the labour force (NILF),92.7
Jul-07,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jul-07,Unemployed,Outgoing Rotation Group,0
Jul-07,Not in the labour force (NILF),Employed full-time,62.3
Jul-07,Not in the labour force (NILF),Employed part-time,146.6
Jul-07,Not in the labour force (NILF),Unemployed,94.4
Jul-07,Not in the labour force (NILF),Not in the labour force (NILF),4194.6
Jul-07,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jul-07,Not in the labour force (NILF),Outgoing Rotation Group,0
Jul-07,Unmatched in common sample (responded in current month but not in previous),Employed full-time,432.2
Jul-07,Unmatched in common sample (responded in current month but not in previous),Employed part-time,147
Jul-07,Unmatched in common sample (responded in current month but not in previous),Unemployed,38.7
Jul-07,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),635.8
Jul-07,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
